name, republican voters, democratic voters, total voters, population, turnout
"Ontonagon, Michigan","2069","1175","3420","5911","0.5786"
"Osceola, Michigan","7336","2705","10597","23110","0.4585"
"Oscoda, Michigan","2843","1044","4062","8264","0.4915"
"Otsego, Michigan","8266","3556","12529","24470","0.5120"
"Ottawa, Michigan","90456","46276","145405","282250","0.5152"
"Presque Isle, Michigan","4486","2400","7215","12762","0.5654"
"Roscommon, Michigan","8141","4287","13036","23700","0.5500"
"Saginaw, Michigan","45469","44395","94198","192326","0.4898"
"Sanilac, Michigan","13446","4873","19243","41409","0.4647"
"Schoolcraft, Michigan","2556","1369","4151","8001","0.5188"
"Shiawassee, Michigan","19232","12547","34044","68554","0.4966"
"St. Clair, Michigan","49067","24553","77994","159587","0.4887"
"St. Joseph, Michigan","14886","7529","23765","60853","0.3905"
"Tuscola, Michigan","17421","7493","26157","53338","0.4904"
"Van Buren, Michigan","17890","13258","33213","75223","0.4415"
"Washtenaw, Michigan","50335","128025","187201","364709","0.5133"
"Wayne, Michigan","228908","517842","775450","1749366","0.4433"
"Wexford, Michigan","10000","4436","15279","33163","0.4607"
"Aitkin, Minnesota","5516","3134","9185","15583","0.5894"
"Anoka, Minnesota","93341","75499","184084","345957","0.5321"
"Becker, Minnesota","10880","5208","17090","33734","0.5066"
"Beltrami, Minnesota","10783","8688","21316","46106","0.4623"
"Benton, Minnesota","12872","5640","19911","39992","0.4979"
"Big Stone, Minnesota","1607","921","2729","5050","0.5404"
"Blue Earth, Minnesota","15667","14428","33256","66441","0.5005"
"Brown, Minnesota","8708","3763","13663","25331","0.5394"
"Carlton, Minnesota","8160","8460","18059","35738","0.5053"
"Carver, Minnesota","29057","21508","55102","100262","0.5496"
"Cass, Minnesota","9982","4949","15885","28993","0.5479"
"Chippewa, Minnesota","3764","1978","6182","12133","0.5095"
"Chisago, Minnesota","18441","9279","30009","54748","0.5481"
"Clay, Minnesota","13549","12974","29108","62875","0.4630"
"Clearwater, Minnesota","2925","1100","4225","8827","0.4786"
"Cook, Minnesota","1156","1912","3360","5286","0.6356"
"Cottonwood, Minnesota","3679","1678","5697","11470","0.4967"
"Crow Wing, Minnesota","22287","10982","35568","63940","0.5563"
"Dakota, Minnesota","99624","110251","228659","417486","0.5477"
"Dodge, Minnesota","6527","3102","10564","20506","0.5152"
"Douglas, Minnesota","13966","6227","21623","37456","0.5773"
"Faribault, Minnesota","4659","2153","7355","13935","0.5278"
"Fillmore, Minnesota","6271","3872","10976","21003","0.5226"
"Freeborn, Minnesota","8808","6041","15929","30446","0.5232"
"Goodhue, Minnesota","14041","9446","25538","46676","0.5471"
"Grant, Minnesota","2063","1104","3453","5956","0.5798"
"Hennepin, Minnesota","191768","429283","672644","1232483","0.5458"
"Houston, Minnesota","5616","4145","10515","18814","0.5589"
"Hubbard, Minnesota","7269","3432","11423","20718","0.5514"
"Isanti, Minnesota","13635","5656","20875","39025","0.5349"
"Itasca, Minnesota","12920","9015","23650","45242","0.5227"
"Jackson, Minnesota","3609","1492","5453","9944","0.5484"
"Kanabec, Minnesota","5230","2327","8125","15830","0.5133"
"Kandiyohi, Minnesota","12785","7266","21648","42495","0.5094"
"Kittson, Minnesota","1349","823","2363","4333","0.5453"
"Koochiching, Minnesota","3569","2306","6313","12628","0.4999"
"Lac qui Parle, Minnesota","2294","1301","3835","6715","0.5711"
"Lake, Minnesota","2932","3077","6472","10625","0.6091"
"Lake of the Woods, Minnesota","1540","553","2230","3814","0.5847"
"Le Sueur, Minnesota","9182","4623","14867","27591","0.5388"
"Lincoln, Minnesota","1930","860","3002","5783","0.5191"
"Lyon, Minnesota","7256","3825","12129","25699","0.4720"
"Mahnomen, Minnesota","991","930","2074","5465","0.3795"
"Marshall, Minnesota","3208","1225","4794","9324","0.5142"
"Martin, Minnesota","7062","2733","10469","19829","0.5280"
"McLeod, Minnesota","12155","4978","18684","35842","0.5213"
"Meeker, Minnesota","8103","3192","12198","23110","0.5278"
"Mille Lacs, Minnesota","8340","3709","12948","25866","0.5006"
"Morrison, Minnesota","12925","3637","17534","32821","0.5342"
"Mower, Minnesota","8826","7444","17587","39163","0.4491"
"Murray, Minnesota","2974","1295","4642","8329","0.5573"
"Nicollet, Minnesota","8436","7886","17914","33575","0.5336"
"Nobles, Minnesota","5299","2733","8592","21848","0.3933"
"Norman, Minnesota","1699","1264","3232","6579","0.4913"
"Olmsted, Minnesota","35668","36266","79277","153102","0.5178"
"Otter Tail, Minnesota","20939","9339","32284","58085","0.5558"
"Pennington, Minnesota","4000","2146","6671","14235","0.4686"
"Pine, Minnesota","8191","4580","13729","28874","0.4755"
"Pipestone, Minnesota","3338","1127","4779","9202","0.5193"
"Polk, Minnesota","8979","4712","14698","31660","0.4642"
"Pope, Minnesota","3793","2106","6294","11049","0.5696"
"Ramsey, Minnesota","70778","176929","269161","540649","0.4978"
"Red Lake, Minnesota","1141","540","1871","4007","0.4669"
"Redwood, Minnesota","5137","1887","7566","15263","0.4957"
"Renville, Minnesota","4890","2117","7563","14660","0.5159"
"Rice, Minnesota","15429","14437","32217","65622","0.4909"
"Rock, Minnesota","3091","1373","4807","9564","0.5026"
"Roseau, Minnesota","5451","1856","7767","15626","0.4971"
"Scott, Minnesota","39948","28502","74390","143680","0.5177"
"Sherburne, Minnesota","31049","13299","47938","93528","0.5126"
"Sibley, Minnesota","5193","1954","7727","14827","0.5211"
"St. Louis, Minnesota","44631","57769","111260","199980","0.5564"
"Stearns, Minnesota","47618","25575","78985","155652","0.5074"
"Steele, Minnesota","11198","6239","19040","36805","0.5173"
"Stevens, Minnesota","2800","2116","5350","9693","0.5519"
"Swift, Minnesota","2962","1679","4968","9419","0.5274"
"Todd, Minnesota","8485","2783","11944","24233","0.4929"
"Traverse, Minnesota","1050","631","1791","3356","0.5337"
"Wabasha, Minnesota","6989","3866","11764","21273","0.5530"
"Wadena, Minnesota","4837","1684","6894","13761","0.5010"
"Waseca, Minnesota","5967","2838","9579","18911","0.5065"
"Washington, Minnesota","64429","67086","142843","253117","0.5643"
"Watonwan, Minnesota","2768","1814","4971","10908","0.4557"
"Wilkin, Minnesota","2129","893","3279","6358","0.5157"
"Winona, Minnesota","12122","11366","25852","50948","0.5074"
"Wright, Minnesota","43274","20336","69154","132550","0.5217"
"Yellow Medicine, Minnesota","3382","1524","5253","9935","0.5287"
"Adair, Missouri","6019","3495","10137","25359","0.3997"
"Andrew, Missouri","6665","2045","9140","17350","0.5268"
"Atchison, Missouri","2059","541","2723","5293","0.5145"
"Audrain, Missouri","6981","2567","10043","26021","0.3860"
"Barry, Missouri","11427","2710","14604","35732","0.4087"
"Barton, Missouri","4958","795","5932","11908","0.4982"
"Bates, Missouri","6000","1617","8021","16417","0.4886"
"Benton, Missouri","7212","2024","9584","18839","0.5087"
"Bollinger, Missouri","4827","705","5669","12052","0.4704"
"Boone, Missouri","36146","41072","83312","176594","0.4718"
"Buchanan, Missouri","21315","12010","35563","88938","0.3999"
"Butler, Missouri","13647","3036","17232","42739","0.4032"
"Caldwell, Missouri","3231","837","4309","9062","0.4755"
"Callaway, Missouri","13052","4988","19127","45078","0.4243"
"Camden, Missouri","16721","4706","22182","44497","0.4985"
"Cape Girardeau, Missouri","26939","8468","36875","78913","0.4673"
"Carroll, Missouri","3480","745","4361","8913","0.4893"
"Carter, Missouri","2323","436","2842","6168","0.4608"
"Cass, Missouri","33006","14816","50715","102845","0.4931"
"Cedar, Missouri","5019","1010","6278","14016","0.4479"
"Chariton, Missouri","2948","888","3962","7516","0.5271"
"Christian, Missouri","30941","8505","41394","84401","0.4904"
"Clark, Missouri","2458","724","3316","6723","0.4932"
"Clay, Missouri","57328","45182","109237","239085","0.4569"
"Clinton, Missouri","7058","2572","10197","20610","0.4948"
"Cole, Missouri","24610","10907","37261","76631","0.4862"
"Cooper, Missouri","5623","1932","7976","17712","0.4503"
"Crawford, Missouri","7724","1824","9920","24302","0.4082"
"Dade, Missouri","3184","637","3951","7631","0.5178"
"Dallas, Missouri","5895","1271","7440","16448","0.4523"
"Daviess, Missouri","2763","730","3689","8209","0.4494"
"DeKalb, Missouri","3540","824","4590","12613","0.3639"
"Dent, Missouri","5599","978","6778","15387","0.4405"
"Douglas, Missouri","5486","984","6664","13358","0.4989"
"Dunklin, Missouri","8026","2360","10574","30535","0.3463"
"Franklin, Missouri","35420","12339","50045","102838","0.4866"
"Gasconade, Missouri","5670","1519","7444","14808","0.5027"
"Gentry, Missouri","2304","605","3033","6661","0.4553"
"Greene, Missouri","77387","42400","127609","288690","0.4420"
"Grundy, Missouri","3462","780","4413","10165","0.4341"
"Harrison, Missouri","2965","574","3682","8556","0.4303"
"Henry, Missouri","7072","2356","9855","21594","0.4564"
"Hickory, Missouri","3539","1016","4717","9269","0.5089"
"Holt, Missouri","1926","346","2348","4448","0.5279"
"Howard, Missouri","3277","1279","4851","10058","0.4823"
"Howell, Missouri","13888","2880","17415","40210","0.4331"
"Iron, Missouri","3173","933","4260","10022","0.4251"
"Jackson, Missouri","114777","163723","294063","691801","0.4251"
"Jasper, Missouri","35058","10565","48179","119111","0.4045"
"Jefferson, Missouri","68973","31546","105969","224226","0.4726"
"Johnson, Missouri","13702","5924","21087","53942","0.3909"
"Knox, Missouri","1413","379","1867","3934","0.4746"
"Laclede, Missouri","12834","2543","15959","35490","0.4497"
"Lafayette, Missouri","10977","4047","15815","32618","0.4849"
"Lawrence, Missouri","13084","2898","16674","38381","0.4344"
"Lewis, Missouri","3343","933","4452","10134","0.4393"
"Lincoln, Missouri","18111","5561","24857","55267","0.4498"
"Linn, Missouri","4084","1239","5572","12164","0.4581"
"Livingston, Missouri","4879","1265","6408","15235","0.4206"
"Macon, Missouri","5794","1518","7579","15170","0.4996"
"Madison, Missouri","4102","1005","5318","12443","0.4274"
"Maries, Missouri","3559","794","4498","8858","0.5078"
"Marion, Missouri","9418","2993","12902","28894","0.4465"
"McDonald, Missouri","6599","1329","8233","22620","0.3640"
"Mercer, Missouri","1486","216","1739","3699","0.4701"
"Miller, Missouri","9285","1750","11414","25206","0.4528"
"Mississippi, Missouri","3600","1458","5165","13799","0.3743"
"Moniteau, Missouri","5344","1237","6808","16018","0.4250"
"Monroe, Missouri","3159","853","4147","8558","0.4846"
"Montgomery, Missouri","4124","1118","5424","11620","0.4668"
"Morgan, Missouri","6757","1768","8815","20213","0.4361"
"New Madrid, Missouri","5270","1933","7352","17915","0.4104"
"Newton, Missouri","20546","4988","26506","58694","0.4516"
"Nodaway, Missouri","6379","2529","9439","22670","0.4164"
"Oregon, Missouri","3668","865","4664","10789","0.4323"
"Osage, Missouri","5845","998","7078","13664","0.5180"
"Ozark, Missouri","3639","724","4501","9237","0.4873"
"Pemiscot, Missouri","3964","1946","6025","17073","0.3529"
"Perry, Missouri","6907","1520","8732","19285","0.4528"
"Pettis, Missouri","12792","4322","18045","42213","0.4275"
"Phelps, Missouri","12699","4761","18499","44608","0.4147"
"Pike, Missouri","5274","1806","7375","18438","0.4000"
"Platte, Missouri","24975","18915","46641","98309","0.4744"
"Polk, Missouri","10435","2630","13709","31285","0.4382"
"Pulaski, Missouri","9870","2918","13443","52654","0.2553"
"Putnam, Missouri","1936","352","2342","4853","0.4826"
"Ralls, Missouri","3969","1138","5266","10224","0.5151"
"Randolph, Missouri","7529","2283","10309","24989","0.4125"
"Ray, Missouri","7103","3088","10835","22754","0.4762"
"Reynolds, Missouri","2402","540","3032","6455","0.4697"
"Ripley, Missouri","4520","830","5518","13817","0.3994"
"Saline, Missouri","5977","2787","9245","22980","0.4023"
"Schuyler, Missouri","1505","354","1933","4394","0.4399"
"Scotland, Missouri","1525","365","1968","4932","0.3990"
"Scott, Missouri","13168","3574","17244","38745","0.4451"
"Shannon, Missouri","2966","776","3904","8168","0.4780"
"Shelby, Missouri","2524","606","3252","6082","0.5347"
"St. Charles, Missouri","120899","68225","199513","390918","0.5104"
"St. Clair, Missouri","3501","936","4630","9272","0.4994"
"St. Francois, Missouri","17467","6250","24714","66627","0.3709"
"St. Louis, Missouri","199081","280866","503493","998581","0.5042"
"St. Louis city, Missouri","20281","101487","127403","311404","0.4091"
"Ste. Genevieve, Missouri","5495","2540","8459","18030","0.4692"
"Stoddard, Missouri","11077","1873","13278","29588","0.4488"
"Stone, Missouri","13149","2886","16538","31047","0.5327"
"Sullivan, Missouri","1884","526","2484","6262","0.3967"
"Taney, Missouri","18240","4367","23399","54735","0.4275"
"Texas, Missouri","8875","1728","10935","25775","0.4242"
"Vernon, Missouri","6526","1706","8576","20723","0.4138"
"Warren, Missouri","11109","3915","15766","33802","0.4664"
"Washington, Missouri","7047","1926","9279","24839","0.3736"
"Wayne, Missouri","4640","946","5738","13139","0.4367"
"Webster, Missouri","12829","3173","16690","38106","0.4380"
"Worth, Missouri","808","195","1046","2024","0.5168"
"Wright, Missouri","6703","1166","8086","18286","0.4422"
"Adams, Mississippi","5125","6921","12214","31248","0.3909"
"Alcorn, Mississippi","11817","2684","14781","37304","0.3962"
"Amite, Mississippi","4282","2688","7033","12458","0.5645"
"Attala, Mississippi","4288","2847","7242","18934","0.3825"
"Benton, Mississippi","2240","1713","3996","8264","0.4835"
"Bolivar, Mississippi","4251","8410","12831","32737","0.3919"
"Calhoun, Mississippi","4360","1884","6339","14610","0.4339"
"Carroll, Mississippi","3774","1648","5470","10255","0.5334"
"Chickasaw, Mississippi","4127","3649","7890","17246","0.4575"
"Choctaw, Mississippi","2763","1198","4020","8242","0.4877"
"Claiborne, Mississippi","414","2523","2954","9139","0.3232"
"Clarke, Mississippi","5088","2556","7713","15888","0.4855"
"Clay, Mississippi","4136","5695","9960","19850","0.5018"
"Coahoma, Mississippi","2426","6378","8912","23809","0.3743"
"Copiah, Mississippi","5576","6203","11906","28482","0.4180"
"Covington, Mississippi","5423","3267","8790","19569","0.4492"
"DeSoto, Mississippi","42155","19892","64022","175611","0.3646"
"Forrest, Mississippi","15149","11271","27284","75979","0.3591"
"Franklin, Mississippi","2685","1471","4219","7782","0.5421"
"George, Mississippi","8652","1013","9831","23695","0.4149"
"Greene, Mississippi","4309","956","5325","13408","0.3972"
"Grenada, Mississippi","5940","4386","10442","21275","0.4908"
"Hancock, Mississippi","13720","3320","17517","46791","0.3744"
"Harrison, Mississippi","39710","20679","62076","203234","0.3054"
"Hinds, Mississippi","24919","64922","91536","241229","0.3795"
"Holmes, Mississippi","1151","5820","7045","17999","0.3914"
"Humphreys, Mississippi","924","2652","3599","8513","0.4228"
"Issaquena, Mississippi","298","395","699","1294","0.5402"
"Itawamba, Mississippi","8385","1100","9634","23529","0.4095"
"Jackson, Mississippi","31204","13087","45465","141241","0.3219"
"Jasper, Mississippi","4032","4367","8468","16578","0.5108"
"Jefferson, Mississippi","489","3337","3859","7297","0.5288"
"Jefferson Davis, Mississippi","2466","3720","6237","11385","0.5478"
"Jones, Mississippi","20076","7748","28250","67953","0.4157"
"Kemper, Mississippi","1778","2827","4639","9896","0.4688"
"Lafayette, Mississippi","10872","7968","19642","53796","0.3651"
"Lamar, Mississippi","18493","5044","24179","60914","0.3969"
"Lauderdale, Mississippi","17574","10910","28967","77755","0.3725"
"Lawrence, Mississippi","4072","2181","6329","12749","0.4964"
"Leake, Mississippi","4775","3579","8436","22620","0.3729"
"Lee, Mississippi","21695","9635","31974","85381","0.3745"
"Leflore, Mississippi","2757","6677","9566","29856","0.3204"
"Lincoln, Mississippi","10550","4458","15193","34523","0.4401"
"Lowndes, Mississippi","13124","11545","25139","59602","0.4218"
"Madison, Mississippi","25607","18358","45048","105114","0.4286"
"Marion, Mississippi","7697","3572","11443","25251","0.4532"
"Marshall, Mississippi","6525","7944","14698","35801","0.4105"
"Monroe, Mississippi","10107","5485","15781","35873","0.4399"
"Montgomery, Mississippi","2334","1775","4162","10187","0.4086"
"Neshoba, Mississippi","7613","2668","10438","29403","0.3550"
"Newton, Mississippi","5929","2549","8594","21558","0.3986"
"Noxubee, Mississippi","1181","4330","5538","11038","0.5017"
"Oktibbeha, Mississippi","7671","7851","16151","49833","0.3241"
"Panola, Mississippi","7371","7300","14854","34164","0.4348"
"Pearl River, Mississippi","15530","2919","18893","55310","0.3416"
"Perry, Mississippi","4135","1220","5432","12245","0.4436"
"Pike, Mississippi","7748","7636","15633","39667","0.3941"
"Pontotoc, Mississippi","9442","2123","11811","31550","0.3744"
"Prentiss, Mississippi","7647","2067","9871","25256","0.3908"
"Quitman, Mississippi","998","2303","3353","7349","0.4563"
"Rankin, Mississippi","46168","13741","61356","150228","0.4084"
"Scott, Mississippi","5742","3999","9867","28207","0.3498"
"Sharkey, Mississippi","619","1290","1926","4552","0.4231"
"Simpson, Mississippi","7393","3871","11416","26912","0.4242"
